"26509",,,,,,"3982","aa","","2023-01-30 02:11:29","2023-01-22","","1 fragment of amphora with a dipinto, painted with black ink. Only one letter (?) preserved","L 3.1; W 3.8; th. 0.55 ","","","clay; black ink","LRA1","2024-07-19 08:36:04","dipinto on amphora","BE23-156/012/001","","","fragmentary","","1","","","found during pot-wash","","Geerts, R.","","","","7,1"
"24599","BE","23","152","12","023","3985","Di","","2024-06-26 10:51:07","2023-01-18","","1) large shaft frg L.+2.6, Dia.1.5–1.72) nail shaft frg L.+3.8, shaft 0.6x0.63) scraps4) slag","","","","metal","iron","2024-06-26 10:52:31","iron, bulk","","","","","","bag","","","","","","","","","25"
"24600","BE","23","152","12","023","3985","Dc","","2024-06-26 10:52:31","2023-01-18","","","","","","metal","copper alloy","2024-06-26 11:08:07","copper alloy, bulk","","","","","","bag","","","","","","","","","1656"
"24601","BE","23","152","12","024","3986","Q","","2024-06-26 11:08:40","2023-01-19","","","","","","wood","","2024-06-26 11:10:01","charcoal, bulk","","","","","","bag","","","","","","","","","499"
"24602","BE","23","152","12","024","3986","M","","2024-06-26 11:10:01","2023-01-19","","","","","","shell","","2024-06-26 11:10:17","shell, bulk","","","","","","bag","","","","","","","","","236"
"24603","BE","23","152","12","024","3986","E","","2024-06-26 11:10:17","2023-01-19","","","","","","glass","","2024-06-26 11:16:27","glass, bulk","","","","","","bag","","","","","","","","","6"
"24604","BE","23","152","12","024","3986","G/aa","","2024-06-26 11:10:41","2023-01-19","","","","","","pottery","","2024-07-31 08:52:07","LR1 amphora marks","BE23-152/012/002","","","","","1","","","","","","","","",""
"24605","BE","23","152","12","024","3986","Di","","2024-06-26 11:13:33","2023-01-19","","1) nail L.8, square section 0.4x0.42) nail L.3.2, Dia.1","","","","metal","iron","2024-06-26 11:16:09","nail","","","","","","bag","","","","","","","","","25"
"24606","BE","23","152","12","024","3986","Dc","","2024-06-26 11:17:25","2023-01-19","","","","","","metal","copper alloy","2024-06-26 11:18:33","copper alloy, bulk","","","","","","bag","","","","","","","","","870"
"24607","BE","23","152","12","024","3986","L","","2024-06-26 11:18:33","2023-01-19","","","","","","bone","","2024-06-26 11:19:41","bone, animal, bulk","","","","","","bag","","","","","","","","","118"
"24608","BE","23","152","17","025","3987","E","","2024-06-26 11:20:17","2023-01-21","","modern twist jar fragment. 2 pcs","","","","glass","","2024-06-26 11:22:46","glass, bulk","","","","","","bag","","","","","","","","","10"
"24609","BE","23","152","17","025","3987","E","","2024-06-26 11:22:25","2023-01-21","","","","","","bone","","2024-08-01 16:18:58","bone, animal, bulk","","","","","","bag","","","","","","","","","10"
"24610","BE","23","152","17","025","3987","Q","","2024-06-26 11:23:22","2023-01-21","","","","","","wood","","2024-06-26 11:24:22","charcoal, bulk","","","","","","bag","","","","","","","","","489"
"24611","BE","23","152","17","025","3987","M","","2024-06-26 11:24:22","2023-01-21","","","","","","shell","","2024-06-26 11:24:39","shell, bulk","","","","","","bag","","","","","","","","","154"
"24612","BE","23","152","17","025","3987","Di","","2024-06-26 11:24:39","2023-01-21","","nail shaft scraps","","","","metal","iron","2024-06-26 11:25:11","iron, bulk","","","","","","bag","","","","","","","","","16"
"24613","BE","23","152","17","025","3987","Dc","","2024-06-26 11:25:11","2023-01-21","","strapsscrapssquare objects","","","","metal","copper alloy","2024-06-26 11:25:42","copper alloy, bulk","","","","","","bag","","","","","","","","","11"
"24614","BE","23","152","17","025","3987","R","","2024-06-26 11:25:42","2023-01-21","","lump","","","","stone","rock crystal","2024-06-26 11:26:11","geosample, bulk","","","","","","bag","","","","","","","","","7"
"24615","BE","23","152","17","025","3987","B","","2024-06-26 11:26:11","2023-01-21","","1) biconical 1/2, H.1, Dia.0.62) Indo-Pacific, green, red, yellow (5)","","","","glass","","2024-06-26 11:27:41","bead","","","","","","6","","","","","","","","",""
"24616","BE","23","152","17","026","3988","Dc","","2024-06-26 11:27:47","2023-01-22","","nail shaftstrapscrap","","","","metal","copper alloy","2024-06-26 11:28:51","copper alloy, bulk","","","","","","bag","","","","","","","","","3"
"24618","BE","23","152","17","026","3988","L","","2024-06-26 11:29:46","2023-01-22","","","","","","bone","","2024-06-26 11:30:21","bone, animal, bulk","","","","","","bag","","","","","","","","","27"
"24619","BE","23","152","17","026","3988","M","","2024-06-26 11:30:43","2023-01-22","","","","","","shell","","2024-06-26 11:30:59","shell, bulk","","","","","","bag","","","","","","","","","21"
"24620","BE","23","152","17","026","3988","Q","","2024-06-26 11:30:59","2023-01-22","","","","","","wood","","2024-06-26 11:31:22","charcoal, bulk","","","","","","bag","","","","","","","","","25"
"24621","BE","23","152","17","026","3988","E","","2024-06-26 11:31:22","2023-01-22","","body shard","","","","glass","","2024-06-26 11:31:45","glass, bulk","","","","","","1","","","","","","","","",""
"24622","BE","23","152","17","026","3988","B","","2024-06-26 11:31:45","2023-01-22","","biconical green, Dia.0.4, H.0.3","","","","glass","","2024-06-26 11:32:15","bead","","","","","","1","","","","","","","","",""
"24623","BE","23","152","19","027","3989","Q","","2024-06-26 11:32:52","2023-01-22","","","","","","wood","","2024-06-26 11:33:24","charcoal, bulk","","","","","","bag","","","","","","","","","34"
"24624","BE","23","152","19","027","3989","L","","2024-06-26 11:33:24","2023-01-22","","","","","","bone","","2024-06-26 13:51:10","bone, animal, bulk","","","","","","bag, 2","","","","","","","","","121"
"24625","BE","23","152","19","027","3989","M","","2024-06-26 11:33:42","2023-01-22","","","","","","shell","","2024-06-26 11:34:02","shell, bulk","","","","","","bag","","","","","","","","","79"
"24626","BE","23","152","19","027","3989","R","","2024-06-26 11:34:02","2023-01-22","","","","","","stone","diorite","2024-06-26 11:34:25","geosample","","","","","","bag","","","","","","","","","66"
"24627","BE","23","152","19","027","3989","Di","","2024-06-26 11:34:25","2023-01-22","","1) nail L.5.5, shaft Dia.2.12) scraps","","","","metal","iron","2024-06-26 11:35:22","iron, bulk","","","","","","bag","","","","","","","","","24"
"24628","BE","23","152","19","027","3989","E","","2024-06-26 11:35:22","2023-01-22","","scraps","","","","glass","","2024-06-26 11:35:44","glass, bulk","","","","","","bag","","","","","","","","","discarded"
"24629","BE","23","152","19","027","3989","B","","2024-06-26 11:35:44","2023-01-22","","1) oponka green Dia.0.35, H.0.182) dark green oblate Dia.0.3, H.0.4","","","","glass","","2024-06-26 11:36:52","bead","","","","","","bag","","","","","","","","",""
"24630","BE","23","152","19","027","3989","Dc","","2024-06-26 11:36:55","2023-01-22","","including ""slab"" like in context 012","","","","metal","iron","2024-06-26 11:37:28","copper alloy, bulk","","","","","","bag","","","","","","","","","44"
"24631","BE","23","152","20","028","3990","L","","2024-06-26 11:41:05","2023-01-22","","","","","","bone","","2024-06-26 11:46:29","bone, animal, bulk","","","","","","bag","","","","","","","","","125"
"24632","BE","23","152","20","028","3990","Q","","2024-06-26 11:46:29","2023-01-22","","","","","","wood","","2024-06-26 11:46:47","charcoal, bulk","","","","","","bag","","","","","","","","","15"
"24633","BE","23","152","20","028","3990","M","","2024-06-26 11:46:47","2023-01-22","","","","","","shell","","2024-06-26 11:47:05","shell, bulk","","","","","","bag","","","","","","","","","65"
"24634","BE","23","152","20","028","3990","E","","2024-06-26 11:47:05","2023-01-22","","ring base","","","","glass","","2024-06-26 11:47:55","glass, bulk","","","","","","bag","","","","","","","","","7"
"24635","BE","23","152","14","029","3991","L","","2024-06-26 11:48:22","2023-01-22","","","","","","bone","","2024-06-26 13:48:28","bone, animal, bulk","","","","","","bag, 2","","","","","","","","","257"
"24636","BE","23","152","14","029","3991","Q","","2024-06-26 11:49:05","2023-01-22","","","","","","wood","","2024-06-26 11:49:25","charcoal, bulk","","","","","","bag","","","","","","","","","84"
"24637","BE","23","152","14","029","3991","M","","2024-06-26 11:49:25","2023-01-22","","1 tridacna? 1 small shell","","","","shell","","2024-06-26 13:47:36","shell, bulk","","","","","","bag","","","","","","","","","301 (266+35)"
"24638","BE","23","152","14","029","3991","Di","","2024-06-26 11:49:46","2023-01-22","","tip of nail","","","","metal","iron","2024-06-26 11:50:15","iron, bulk","","","","","","1","","","","","","","","","discarded"
"24639","BE","23","152","14","029","3991","Dc","","2024-06-26 11:50:15","2023-01-22","","1) nail, square head 1.9x1.9, L.+2.3, Th.0.5; shaft 0.6x0.6 2) heads and shafts, fragmentary","","","","metal","copper alloy","2024-08-05 12:44:30","copper alloy, bulk","","","","","","bag","","","drawing in registry notebook","","","","","","24"
"24640","BE","23","152","12","030","3992","M","","2024-06-26 11:52:02","2023-01-23","","","","","","bulk","","2024-06-26 11:52:49","shell, bulk","","","","","","bag","","","","","","","","","162"
"24641","BE","23","152","12","030","3992","Q","","2024-06-26 11:52:49","2023-01-23","","","","","","wood","","2024-06-26 11:53:06","charcoal, bulk","","","","","","bag","","","","","","","","","64"
"24642","BE","23","152","12","030","3992","L","","2024-06-26 11:53:06","2023-01-23","","","","","","bone","","2024-06-26 11:53:24","bone, animal, bulk","","","","","","bag","","","","","","","","","19"
"24643","BE","23","152","12","030","3992","B","","2024-06-26 11:53:24","2023-01-23","","dark blue (no hole?)","","","","glass","","2024-06-26 11:54:03","bead","","","","","","1","","","","","","","","",""
"24644","BE","23","152","12","030","3992","E","","2024-06-26 11:54:05","2023-01-23","","","","","","glass","","2024-06-26 11:54:24","glass, bulk","","","","","","bag","","","","","","","","","6"
"24645","BE","23","152","12","030","3992","Dpb","","2024-06-26 11:54:24","2023-01-23","","square-sectioned rod","0.5x0.5","","","metal","lead","2024-06-26 11:57:06","lead, bulk","","","","corrosion","","bag","","","","","","","","","4"
"24646","BE","23","152","12","030","3992","Dc","","2024-06-26 11:57:06","2023-01-23","","strap folded into a circle, W.0.5, L.approx. 3, less than 0,1 thickscraps","","","","metal","copper alloy","2024-06-26 11:58:48","copper alloy, bulk","","","","","","bag","","","drawing in registry notebook","","","","","","7"
"24647","BE","23","152","14","031","3993","M","","2024-06-26 11:59:13","2023-01-23","","","","","","shell","","2024-06-26 12:00:17","shell, bulk","","","","","","bag","","","","","","","","","850"
"24648","BE","23","152","14","031","3993","L","","2024-06-26 12:00:17","2023-01-23","","","","","","bone","","2024-06-26 12:02:12","bone, animal, bulk","","","","","","bag 2","","","","","","","","","2062"
"24649","BE","23","152","14","031","3993","P","","2024-06-26 12:00:44","2023-01-23","","typical brown wood","","","","wood","","2024-06-26 12:01:16","wood, bulk","","","","fluff","","bag","","","","","","","","","discarded (c. 10)"
"24650","BE","23","152","14","031","3993","Q","","2024-06-26 12:01:16","2023-01-23","","","","","","wood","","2024-06-26 12:01:45","charcoal, bulk","","","","","","bag","","","","","","","","","177"
"24651","BE","23","152","14","031","3993","R","","2024-06-26 12:02:12","2023-01-23","","","","","","stone","beryl, raw","2024-06-26 12:02:41","geosample, bulk","","","","","","bag","","","","","","","","","4"
"24652","BE","23","152","14","031","3993","Di","","2024-06-26 12:02:41","2023-01-23","","one bent at the tip","L.+3.7, L.+4.5, L.@","","","metal","iron","2024-06-26 12:03:56","iron, bulk","","","","","","bag","","","","","","","","",""
"24653","BE","23","152","14","031","3993","Di","","2024-06-26 12:03:56","2023-01-23","","1) nail shafts+heads (13)2) straps3) sheet metal after conservation, square in shape, 1.5x1,.5 Th.0.54) rim fragment(?)5) small nail (2)6) pellets >10plus fragment that turned out not to be a coin","","","","metal","copper alloy","2024-06-26 12:07:12","copper alloy, bulk","","","","","","bag","","","drawing in registry notebook (square piece)","","","","","","3"
"24654","BE","23","152","14","031","3993","C","","2024-06-26 12:07:26","2023-01-23","","","Dia.2.4, Th.0.5","","","metal","copper alloy","2024-06-26 12:10:18","coin","BE24-152/014/001","","","","","1","","","drawing in registry notebook (outline = a)","","","","","",""
"24655","BE","23","152","14","031","3993","C","","2024-06-26 12:08:46","2023-01-23","","","Dia.1.1, Th.0.65","","","metal","copper alloy","2024-06-26 12:10:11","coin","BE24-152/014/002","","","delaminated","","1","","","drawing in registry notebook (outline = b)","","","","","",""
"24656","BE","23","152","14","031","3993","C","","2024-06-26 12:09:21","2023-01-23","","","Dia.1.0, Th.0.38","","","metal","copper alloy","2024-06-26 12:10","coin","BE24-152/014/003","","","","","1","","","drawing in registry notebook (outline = c)","","","","","",""
"24657","BE","23","152","14","031","3993","B","","2024-06-26 12:10:30","2023-01-23","","Indo-Pacific, 2, tiny green and larger yellow","","","","glass","","2024-06-26 12:11:39","bead","","","","","","2","","","","","","","","",""
"24658","BE","23","152","14","031","3993","B","","2024-06-26 12:11:41","2023-01-23","","discoid","","","","ostrich eggshell","","2024-06-26 12:12:01","bead","","","","","","1","","","","","","","","",""
"24659","BE","23","152","23","032","3962","Di","","2024-06-26 12:13:18","2023-01-24","","nail head Dia.1.7, Th.1","","","","metal","iron","2024-06-26 12:13:59","iron, bulk","","","","","","bag","","","","","","","","","7"
"24660","BE","23","152","23","032","3962","M","","2024-06-26 12:13:59","2023-01-24","","","","","","shell","","2024-06-26 12:14:21","shell, bulk","","","","","","bag","","","","","","","","","271"
"24661","BE","23","152","23","032","3962","M","","2024-06-26 12:14:21","2023-01-24","","","","","","shell","","2024-06-26 12:14:38","nacre","","","","","","bag","","","","","","","","","4"
"24662","BE","23","152","23","032","3962","L","","2024-06-26 12:14:38","2023-01-24","","","","","","bone","","2024-06-26 12:15:29","bone, animal, bulk","","","","","","bag","","","","","","","","","357"
"24663","BE","23","152","23","032","3962","R","","2024-06-26 12:15:29","2023-01-24","","","","","","stone","beryl","2024-06-26 12:15:49","geosample, bulk","","","","","","bag","","","","","","","","","<1"
"24664","BE","23","152","23","032","3962","E","","2024-06-26 12:15:49","2023-01-24","","body sherdsdark blue neck(?)","","","","glass","green, dark blue","2024-06-26 12:17:03","glass, bulk","","","","","","bag","","","","","","","","","5"
"24665","BE","23","152","23","032","3962","Q","","2024-06-26 12:16:38","2023-01-24","","","","","","wood","","2024-06-26 12:16:59","charcoal, bulk","","","","","","bag","","","","","","","","","25"
"24666","BE","23","152","23","032","3962","B","","2024-06-26 12:17:10","2023-01-24","","oponka green Dia.0.25, H.0.15","","","","glass","","2024-06-26 12:17:51","bead","","","","","","bag","","","","","","","","",""
"24667","BE","23","152","12","033","3994","E","","2024-06-26 12:18:07","2023-01-24","","","","","","glass","","2024-06-26 12:18:59","glass, bulk","","","","","","bag","","","","","","","","","4"
"24668","BE","23","152","12","033","3994","L","","2024-06-26 12:18:59","2023-01-24","","","","","","bone","","2024-06-26 12:19:18","bone, animal, bulk","","","","","","bag","","","","","","","","","33"
"24669","BE","23","152","12","033","3994","Q","","2024-06-26 12:19:18","2023-01-24","","","","","","wood","","2024-06-26 12:19:37","charcoal, bulk","","","","","","bag","","","","","","","","","265"
"24670","BE","23","152","12","033","3994","M","","2024-06-26 12:19:37","2023-01-24","","","","","","shell","","2024-06-26 12:19:52","shell","","","","","","bag","","","","","","","","","95"
"24671","BE","23","152","12","033","3994","M","","2024-06-26 12:19:52","2023-01-24","","","L.3.3","","","shell","moneta species","2024-06-26 12:20:24","cowry shell","","","","","","bag","","","","","","","","","10"
"24672","BE","23","152","12","033","3994","Di","","2024-06-26 12:20:24","2023-01-24","","nail L.+4.1, head Dia.1.4","","","","metal","iron","2024-06-26 12:21:14","iron, bulk","","","","","","bag","","","","","","","","","12"
"24673","BE","23","152","12","033","3994","Dc","","2024-06-26 12:21:14","2023-01-24","","big pieces like in 012  other PBs ","","","","metal","copper alloy","2024-06-26 12:23:50","copper alloy, bulk","","","","","","tray","","","Notes separately (drawings in registry notebook)","","","","","","1150"
"24674","BE","23","152","12","033","3994","R","","2024-06-26 12:23:50","2023-01-24","","","","","","stone","granite","2024-06-26 12:24:38","geosample, bulk","","","","","","tray","","","","","","","","","127"
"24675","BE","23","152","12","033","3994","B","","2024-06-26 12:25","2023-01-24","","oponki green (2) Dia.0.3, H.0.2blue globular Dia. 0.5, H.0.4","","","","glass","","2024-06-26 12:25:57","bead","","","","","","2","","","","","","","","",""
"24676","BE","23","152","17","034","3995","Q","","2024-06-26 12:26:44","2023-01-24","","","","","","wood","","2024-06-26 12:27:15","charcoal, bulk","","","","","","bag","","","","","","","","","35"
"24677","BE","23","152","17","034","3995","L","","2024-06-26 12:27:15","2023-01-24","","","","","","bone","","2024-06-26 12:27:32","bone, animal, bulk","","","","","","bag","","","","","","","","","120"
"24678","BE","23","152","17","034","3995","M","","2024-06-26 12:27:32","2023-01-24","","","","","","shell","","2024-06-26 12:27:56","shell, bulk","","","","","","bag","","","","","","","","","126"
"24679","BE","23","152","17","034","3995","E","","2024-06-26 12:27:56","2023-01-24","","scraps","","","","glass","","2024-06-26 15:37:49","glass, bulk","","","","","","bag 2","","","","","","","","","4+3"
"24680","BE","23","152","17","034","3995","Dc","","2024-06-26 12:28:15","2023-01-24","","Big pieces like context 012","","","","metal","copper alloy","2024-06-26 12:29:41","copper alloy, bulk","","","","","","tray","","","notes separately","","","","","","105"
"24681","BE","23","152","17","034","3995","","","2024-06-26 12:29:41","2023-01-24","","cylindrical Dia.0.3, H.0.2","","","","glass","","2024-06-26 12:30:23","bead","","","","","","1","","","","","","","","","105"
"24682","BE","23","152","17","035","3996","Q","","2024-06-26 12:30:37","2023-01-25","","","","","","wood","","2024-06-26 12:31:15","charcoal, bulk","","","","","","bag","","","","","","","","","169"
"24683","BE","23","152","17","035","3996","M","","2024-06-26 12:31:15","2023-01-25","","","","","","shell","","2024-06-26 12:31:31","shell, bulk","","","","","","bag","","","","","","","","","299"
"24684","BE","23","152","17","035","3996","L","","2024-06-26 12:31:31","2023-01-25","","","","","","bone","","2024-06-26 12:31:46","bone, animal, bulk","","","","","","bag","","","","","","","","","208"
"24685","BE","23","152","17","035","3996","E","","2024-06-26 12:31:46","2023-01-25","","scraps","","","","glass","","2024-06-26 12:32:05","glass, bulk","","","","","","bag","","","","","","","","","<1"
"24686","BE","23","152","17","035","3996","R","","2024-06-26 12:32:05","2023-01-25","","","","","","stone","beryl","2024-06-26 12:32:36","geosample","","","","","","2","","","","","","","","","<1"
"24687","BE","23","152","17","035","3996","B","","2024-06-26 12:32:36","2023-01-25","","oponka green Dia.0.4, Th0.2oponka light green Dia.0.5, Th.0.3","","","","glass","","2024-06-26 12:33:29","bead","","","","","","2","","","","","","","","","<1"
"24688","BE","23","152","17","035","3996","Di","","2024-06-26 12:33:29","2023-01-25","","nail scraps","","","","metal","iron","2024-06-26 12:34:06","iron, bulk","","","","","","bag","","","","","","","","","27"
"24689","BE","23","152","17","035","3996","Dc","","2024-06-26 12:34:06","2023-01-25","","like context 012","","","","metal","copper alloy","2024-06-26 12:35:25","copper alloy, bulk","","","","","","tray","","","notes separately","","","","","","455"
"24690","BE","23","152","17","035","3996","Dpb","","2024-06-26 12:35:25","2023-01-25","","curved element, triangular in section, large diameter","","","","metal","lead","2024-06-26 12:36:48","lead, bulk","","","","","","1","","","drawing in registry notebook","","","","","","2075"
"24691","BE","23","152","24","036","3997","Q","","2024-06-26 12:38:56","2023-01-26","","","","","","wood","","2024-06-26 12:39:30","charcoal, bulk","","","","","","bag","","","","","","","","","145"
"24692","BE","23","152","24","036","3997","M","","2024-06-26 12:39:30","2023-01-26","","","","","","shell","","2024-06-26 12:39:47","shell, bulk","","","","","","bag","","","","","","","","","128"
"24693","BE","23","152","24","036","3997","L","","2024-06-26 12:39:47","2023-01-26","","","","","","bone","","2024-06-26 12:40:06","bone, animal, bulk","","","","","","bag","","","","","","","","","87"
"24694","BE","23","152","24","036","3997","Di","","2024-06-26 12:40:06","2023-01-26","","shaft L.4.5, Dia.0.7x0.85scraps","","","","metal","iron","2024-06-26 12:40:51","iron, bulk","","","","","","bag","","","","","","","","","12"
"24695","BE","23","152","24","036","3997","Dc","","2024-06-26 12:40:55","2023-01-26","","big pieces like contexts 012 and 017, plus straps","","","","metal","copper alloy","2024-06-26 12:42:37","copper alloy, bulk","","","","","","tray","","","","","","","","","24"
"24696","BE","23","152","24","036","3997","R","","2024-06-26 12:42:37","2023-01-26","","","","","","stone","beryl","2024-06-26 12:43:03","geosample, bulk","","","","","","1","","","","","","","","","<1"
"24697","BE","23","152","24","037","3998","L","","2024-06-26 12:44:02","2023-01-28","","","","","","bone","","2024-06-26 12:44:37","bone, animal, bulk","","","","","","bag","","","","","","","","","10"
"24698","BE","23","152","24","037","3998","R","","2024-06-26 12:44:37","2023-01-28","","","","","","stone","marble","2024-06-26 12:45:39","geosample","","","","","","bag","","","","","","","","","17"
"24699","BE","23","152","17","038","3999","M","","2024-06-26 12:46:58","2023-01-28","","","","","","shell","","2024-06-26 12:47:31","shell, bulk","","","","","","bag","","","","","","","","","12"
"24700","BE","23","152","17","038","3999","B","","2024-06-26 12:47:31","2023-01-28","","oponka green Dia.0.4, H.0.2","","","","glass","","2024-06-26 12:48:10","bead","","","","","","bag","","","","","","","","",""
"24701","BE","23","152","25","039","4000","Q","","2024-06-26 12:48:31","2023-01-28","","","","","","wood","","2024-06-26 12:49:28","charcoal, bulk","","","","","","bag","","","","","","","","","20"
"24702","BE","23","152","25","039","4000","L","","2024-06-26 12:49:04","2023-01-28","","","","","","bone","","2024-06-26 12:49:22","bone, animal, bulk","","","","","","bag","","","","","","","","","35"
"24703","BE","23","152","23","032","3962","M","","2024-06-26 12:49:44","2023-01-24","","","","","","shell","","2024-06-26 12:53:16","shell, bulk","","","","","","bag","","","","","","","","","271"
"24705","BE","23","152","25","039","4000","Dc","","2024-06-26 12:55:56","2023-01-28","","","","","","metal","copper alloy","2024-06-26 12:56:24","copper alloy, bulk","","","","","","1","","","","","","","","","<1"
"24706","BE","23","152","25","040","3961","S","","2024-06-26 13:16:36","2023-01-29","","","","","","mortar","","2024-06-26 13:17:12","mortar","","","","","","bag","","","","","","","","","637"
"24707","BE","23","152","25","040","3961","M","","2024-06-26 13:17:12","2023-01-29","","some edibles, plus 15g shells from potwash (discarded)","","","","shell","","2025-01-19 12:57:04","shell, bulk","","","","","","bag","","","","","","","","","228"
"24708","BE","23","152","25","040","3961","Q","","2024-06-26 13:17:35","2023-01-29","","","","","","wood","","2024-06-26 13:17:55","charcoal, bulk","","","","","","bag","","","","","","","","","27"
"24709","BE","23","152","25","040","3961","P","","2024-06-26 13:17:55","2023-01-29","","","","","","bone","","2024-06-26 13:18:15","bone, animal, bulk","","","","","","bag","","","","","","","","","493"
"24710","BE","23","152","25","040","3961","E","","2024-06-26 13:18:15","2023-01-29","","bowl, 3 frgs","","","","glass","","2024-06-26 13:18:54","glass, bulk","","","","","","bag","","","","","","","","","9"
"24711","BE","23","152","25","040","3961","Dc","","2024-06-26 13:18:54","2023-01-29","","1) nail L.3, Dia.head 1.6–1.7, Th.0.2, shaft 0.3x0.3 (3g)2) plaque, corner 3.8x4.2, Th.0.5, 13gother (notes separately)","","","","metal","copper alloy","2024-06-26 13:21:53","copper alloy, bulk","","","","","","tray","","","","","","","","","40 (approx)"
"24712","BE","23","152","25","041","4001","L","","2024-06-26 13:22:04","2023-01-30","","","","","","bone","","2024-06-26 13:22:53","bone, animal, bulk","","","","","","bag","","","","","","","","","60"
"24713","BE","23","152","23","042","4002","L","","2024-06-26 13:23:19","2023-01-30","","plus some from potwash","","","","bone","","2025-01-19 14:36:38","bone, animal, bulk","","","","","","bag","","","","","","","","","1910"
"24714","BE","23","152","23","042","4002","Q","","2024-06-26 13:23:56","2023-01-30","","","","","","wood","","2024-06-26 13:24:15","charcoal, bulk","","","","","","bag","","","","","","","","","26"
"24715","BE","23","152","23","042","4002","M","","2024-06-26 13:24:15","2023-01-30","","background noise","","","","shell","","2024-06-26 13:24:36","shell, bulk","","","","","","bag","","","","","","","","","590"
"24716","BE","23","152","23","042","4002","Dc","","2024-06-26 13:24:36","2023-01-30","","nail shafts, flat sheet, thick and thin","","","","metal","copper alloy","2024-06-26 13:26:11","copper alloy, bulk","","","","","","tray","","","notes separately","","","","","","85"
"24717","BE","23","152","23","042","4002","rr","","2024-06-26 13:26:15","2023-01-30","","","roughly 17.5x18; Th.4.8–5.0","","","stone","marble","2024-06-26 13:27","slab","","","","","","bag","","","","","","","","","2365"
"24718","BE","23","152","23","042","4002","S","","2024-06-26 13:27","2023-01-30","","piece (3) with wood beam socket impression 3 to 7 cm long, about 1 cm thick","","","","mortar","","2024-06-26 13:29:15","mortar","","","","","","tray, 3","","","sketch in registry notebook","","","","","","3271 (1138+1700+433)"
"24719","BE","23","152","23","043","4003","L","","2024-06-26 13:29:40","2023-01-31","","plus some from potwash","","","","bone","","2025-01-19 14:36:55","bone, animal, bulk","","","","","","bag","","","","","","","","","990"
"24720","BE","23","152","23","043","4003","M","","2024-06-26 13:30:15","2023-01-31","","some edibles","","","","shell","","2024-06-26 13:30:39","shell, bulk","","","","","","bag","","","","","","","","","638"
"24721","BE","23","152","23","043","4003","E","","2024-06-26 13:30:39","2023-01-31","","","","","","glass","","2024-06-26 13:30:54","glass, bulk","","","","","","bag","","","","","","","","","7"
"24722","BE","23","152","23","043","4003","Dc","","2024-06-26 13:30:54","2023-01-31","","nail shaft 0.3x0.3 inside section, with corrosion 0.8x0.8, L. 4.3plus small fragment from potwash 1.3x0.8, x0.4","","","","metal","copper alloy","2025-01-19 12:52:09","copper alloy, bulk","","","","","","bag","","","","","","","","","15"
"24723","BE","23","152","23","043","4003","B","","2024-06-26 13:31:51","2023-01-31","","oponka green Dia.0.3, Th. 0.1","","","","glass","","2024-06-26 13:32:26","bead","","","","","","1","","","","","","","","",""
"24724",,,,,"044","4004","L","","2024-06-26 13:32:42","2023-01-31","","","","","","bone","","2024-06-26 13:35:12","bone, animal, bulk","","","","","","bag","","","","","","","","","72"
"24725","BE","23","152","2","002","4005","E","","2024-06-26 13:35:27","2023-01-05","","dark blue glass (strange!)","","","","glass","","2024-08-05 11:24:29","glass, bulk","","","","","","bag","","","ERROR: entered as backlog in January 2024, with note that there is something strange with the label. DOES NOT FIT into set!","","","","","","2"
"24726","BE","23","152","3","003","3966","M","","2024-06-26 13:39:06","2023-01-08","","frg of plate","","","","turtleshell","","2024-07-16 12:02:18","turtleshell, bulk","","","","","","bag","","","","","","","","","<1"
"24727","BE","23","152","4","004","3963","G","","2024-06-26 13:40:25","2023-01-08","","very small rim (Bowl?) fragment ","","","","","","2024-06-26 13:41:13","pottery rim","","","","","","bag","","","passed on to Pottery Department","","","","","",""
"24728","BE","23","152","12","016","3978","O","","2024-06-26 13:42:11","2023-01-12","","fragment of a pit","","","","organic","","2024-06-26 13:42:50","botanical sample","","","","","","bag","","","","","","","","","<1"
"24729","BE","23","152","12","018","3980","L","","2024-06-26 13:44:53","2023-01-15","","","","","","eggshell","ostrich","2024-06-26 13:45:25","ostrich eggshell","","","","","","bag","","","","","","","","","<1"
"24730","BE","23","152","14","029","3991","M","","2024-06-26 13:48:35","2023-01-22","","pebble, circular, rounded edges (suggested interpretation: gaming counter? natural?)","","","","stone","","2024-06-26 13:49:33","geosample, bulk","","","","","","bag","","","","","","","","","301 (266+35)"
"24731","BE","24","152","34","001","4006","L","","2024-06-26 14:37:38","2024-01-02","","","","","","bone","","2024-06-26 14:38:34","bone, animal, bulk","","","","","","bag","","","","","","","","","1900"
"24732","BE","24","152","34","001","4006","M","","2024-06-26 14:38:34","2024-01-02","","","","","","shell","","2024-06-26 14:39:03","shell, bulk","","","","","","bag","","","","","","","","","985"
"24733","BE","24","152","34","001","4006","M","","2024-06-26 14:39:03","2024-01-02","","","","","","shell","","2024-06-26 14:41:24","cowry shell","","","","whole shells (2) L.3.1, 3.4, 2.5big shell lips: L. 5.4, +3.6, +2.7","","6","","","","","","","","","32"
"24734","BE","24","152","34","001","4006","M","","2024-06-26 14:41:24","2024-01-02","","","","","","shell","","2024-06-26 14:41:47","nacre","","","","fragment of large shell","","1","","","","","","","","","23"
